UserID,NroUSP,Type,CLGroup,CLRole,PlayerRole,PersonScores.IE,theta.IE,error.IE,PersonScores.PC,theta.PC,error.PC,PersonScores.PT,theta.PT,error.PT,PersonScores.EI,theta.EI,error.EI,PersonScores,theta,error
10170.0,10260351.0,w/o-gamified,Grupo11,Apprentice,NA,21.0,0.7428250324180989,0.5201119689447299,11.0,-1.2944745008927219,0.4207776277717966,3.0,-2.493784265604379,1.3949286169562773,14.0,-0.26763597711504067,0.49216813129821485,10.75,0.4186247050036789,0.009532277764616001
10171.0,698531.0,ont-gamified,Mafia,Master,Social Achiever,29.0,2.7672373265395236,0.5640387623187032,9.0,-1.6667375177647044,0.4789130013465248,5.0,-0.9762084605558625,0.6072358659756257,21.0,2.1498831483008973,1.159636711289675,13.5,1.0566478544078948,0.39883815224481933
10172.0,10273971.0,w/o-gamified,Grupo5,Apprentice,NA,26.0,1.9906110408136524,0.5008514596790399,26.0,0.9917230249560137,0.38528148494152953,15.0,1.6669516748524082,0.550970975460747,10.0,-1.2168859420624356,0.4732394177749282,11.75,0.02462411221370553,0.20210034673368765
10174.0,10276852.0,w/o-gamified,Grupo7,Master,NA,23.0,1.2745831746021097,0.5041606383649199,19.0,-0.10795413965021611,0.3967629819994902,15.0,1.6669516748524082,0.550970975460747,13.0,-0.5106770625218319,0.49047480963848356,10.0,-0.2527499256055866,0.21010686363553666
10175.0,10310700.0,ont-gamified,Warriors,Master,Social Achiever,20.0,0.45486221361641016,0.521441827263476,7.0,-2.220904707589202,0.6204575948889449,3.0,-2.493784265604379,1.3949286169562773,18.0,0.7055839082132354,0.5573676256279719,10.5,0.3583314199612057,0.0760846077060289
10176.0,10276949.0,ont-gamified,Outlaws,Master,Social Achiever,19.0,0.1679123456784202,0.5129374642281377,23.0,0.5493794184319418,0.3943911265072685,16.0,1.943088418848948,0.5407204088882066,11.0,-0.9930523504314572,0.479569423300283,9.25,-0.5547122512925108,0.21154440128687063
10181.0,10276866.0,w/o-gamified,Grupo2,Apprentice,NA,12.0,-1.3163675753278903,0.4447506736022946,19.0,-0.10795413965021611,0.3967629819994902,10.0,0.1303798220549705,0.4818013963235708,6.0,-2.048381413130973,0.5029840938829641,6.75,-0.9007707375410126,0.21567408829029452
10183.0,10352030.0,w/o-gamified,Grupo3,Apprentice,NA,14.0,-0.950851107942686,0.44369855541753217,18.0,-0.2652384581228264,0.3925512932635576,13.0,0.9674484086037614,0.5670111225758985,11.0,-0.9930523504314572,0.479569423300283,7.5,-0.7941475812751827,0.1872020373513686
10184.0,10276675.0,w/o-gamified,Grupo10,Apprentice,NA,19.0,0.1679123456784202,0.5129374642281377,20.0,0.05565248575637723,0.3998510536634977,11.0,0.35226178929352386,0.5025459765719519,11.0,-0.9930523504314572,0.479569423300283,9.75,-0.28043732707254593,0.22245299115499162
10185.0,10276960.0,w/o-gamified,Grupo9,Apprentice,NA,24.0,1.518644033440784,0.4982490578835026,23.0,0.5493794184319418,0.3943911265072685,13.0,0.9674484086037614,0.5670111225758985,13.0,-0.5106770625218319,0.49047480963848356,11.75,0.1474744951867832,0.20402596786333904
10186.0,10310551.0,ont-gamified,Slayers,Apprentice,Social Achiever,17.0,-0.34237304572175137,0.4787017563933511,17.0,-0.4158421251696621,0.3886486313437628,13.0,0.9674484086037614,0.5670111225758985,21.0,2.1498831483008973,1.159636711289675,10.5,0.1060548922014306,0.3649939941127226
10188.0,10276995.0,ont-gamified,Vandals,Master,Yee Achiever,17.0,-0.34237304572175137,0.4787017563933511,9.0,-1.6667375177647044,0.4789130013465248,3.0,-2.493784265604379,1.3949286169562773,15.0,-0.032357424661106256,0.4953861820458861,9.5,0.11307906936420425,0.014518080707371164
10189.0,9363926.0,ont-gamified,Vikings,Apprentice,Social Achiever,11.0,-1.5029079949426418,0.45416766163994227,23.0,0.5493794184319418,0.3943911265072685,4.0,-1.4083210220535367,0.770216280232032,17.0,0.44272013536684374,0.5233281842144757,11.75,0.2243781452274201,0.1504176730324136
10190.0,10276907.0,w/o-gamified,Grupo4,Apprentice,NA,16.0,-0.5607739336003864,0.4627625825645359,26.0,0.9917230249560137,0.38528148494152953,18.0,2.465834765767716,0.5686188018555809,12.0,-0.7563836941438452,0.486297508018622,9.0,-0.6978173421389835,0.19143069341727664
10191.0,10276981.0,w/o-gamified,Grupo1,Master,NA,11.0,-1.5029079949426418,0.45416766163994227,24.0,0.7028757758428321,0.3899768073713435,3.0,-2.493784265604379,1.3949286169562773,14.0,-0.26763597711504067,0.49216813129821485,11.5,0.3565290173473822,-0.01465400416169417
10192.0,10276682.0,ont-gamified,Attractive Devils,Apprentice,Social Achiever,18.0,-0.10032552078756714,0.4968152146482996,16.0,-0.5610745902214668,0.38617434471674084,12.0,0.6210028564574258,0.5351741633813673,17.0,0.44272013536684374,0.5233281842144757,9.75,-0.20992070802490398,0.21778589504953721
10193.0,10276762.0,ont-gamified,Vandals,Apprentice,Yee Achiever,7.0,-2.4746913210133528,0.6209806794261473,5.0,-3.782180758341251,1.3873651801937947,4.0,-1.4083210220535367,0.770216280232032,14.0,-0.26763597711504067,0.49216813129821485,5.5,-1.279046758604027,0.43257442767153126
10197.0,10276661.0,w/o-gamified,Grupo8,Apprentice,NA,16.0,-0.5607739336003864,0.4627625825645359,15.0,-0.7030547208192675,0.385919431895589,11.0,0.35226178929352386,0.5025459765719519,14.0,-0.26763597711504067,0.49216813129821485,8.5,-0.47093160520705457,0.209576042296597
10198.0,10310888.0,ont-gamified,Attractive Devils,Apprentice,Social Achiever,20.0,0.45486221361641016,0.521441827263476,22.0,0.38873568955734644,0.398409493335698,12.0,0.6210028564574258,0.5351741633813673,17.0,0.44272013536684374,0.5233281842144757,11.75,0.16632879552079363,0.2270013353580706
10199.0,10276737.0,w/o-gamified,Grupo1,Apprentice,NA,14.0,-0.950851107942686,0.44369855541753217,21.0,0.2227682277025394,0.40052087399332154,9.0,-0.06968823328701354,0.4734609255382815,12.0,-0.7563836941438452,0.486297508018622,9.5,-0.3536945852742446,0.21426400297279855
10200.0,9795272.0,ont-gamified,Warriors,Apprentice,Social Achiever,22.0,1.0171941972000398,0.5126109431279409,16.0,-0.5610745902214668,0.38617434471674084,14.0,1.3451528195767566,0.5678357759241963,20.0,1.4045312768218265,0.7444374535486978,11.0,0.12887451605591074,0.2688467413672958
10201.0,10276928.0,w/o-gamified,Grupo11,Apprentice,NA,26.0,1.9906110408136524,0.5008514596790399,19.0,-0.10795413965021611,0.3967629819994902,9.0,-0.06968823328701354,0.4734609255382815,15.0,-0.032357424661106256,0.4953861820458861,12.75,0.47999692744733585,0.22988492454653367
10202.0,10277036.0,ont-gamified,Silly Knights,Apprentice,Social Achiever,15.0,-0.7615650634376786,0.4508756307412788,14.0,-0.8442822522010461,0.3885047117980557,9.0,-0.06968823328701354,0.4734609255382815,17.0,0.44272013536684374,0.5233281842144757,9.25,-0.2733597367462169,0.22231190030388215
10203.0,9921470.0,ont-gamified,Mercenaries,Apprentice,Social Achiever,21.0,0.7428250324180989,0.5201119689447299,8.0,-1.9063508259402706,0.5320688693117696,8.0,-0.26387077609489157,0.4774228849796572,21.0,2.1498831483008973,1.159636711289675,10.5,0.3125570327184043,0.43359866614162934
10206.0,10310721.0,w/o-gamified,Grupo8,Apprentice,NA,20.0,0.45486221361641016,0.521441827263476,12.0,-1.136230292268086,0.4049042331942982,8.0,-0.26387077609489157,0.4774228849796572,17.0,0.44272013536684374,0.5233281842144757,10.25,0.006305708202514873,0.2430628399231482
10208.0,10276932.0,ont-gamified,Mercenaries,Master,Social Achiever,19.0,0.1679123456784202,0.5129374642281377,16.0,-0.5610745902214668,0.38617434471674084,6.0,-0.6924518127931999,0.5335531734414556,17.0,0.44272013536684374,0.5233281842144757,11.5,0.18550242590424926,0.22222170492947466
10210.0,10277015.0,w/o-gamified,Grupo6,Apprentice,NA,5.0,-3.8623883670548382,1.2998638238179943,35.0,3.261893943065815,1.120907102753273,21.0,3.9139198914134807,1.1669142195739537,21.0,2.1498831483008973,1.159636711289675,10.0,-0.5911327917754018,0.6033733545717472
10213.0,10277040.0,w/o-gamified,Grupo7,Apprentice,NA,16.0,-0.5607739336003864,0.4627625825645359,35.0,3.261893943065815,1.120907102753273,15.0,1.6669516748524082,0.550970975460747,21.0,2.1498831483008973,1.159636711289675,14.25,0.7960128707284794,0.5480838552866842
10214.0,10277022.0,ont-gamified,Vikings,Apprentice,Social Achiever,6.0,-2.9180839197279487,0.775034150319496,27.0,1.1314266106652449,0.38690651817185756,10.0,0.1303798220549705,0.4818013963235708,21.0,2.1498831483008973,1.159636711289675,11.0,0.05821150429580574,0.45994399586436446
10215.0,9285227.0,ont-gamified,Vikings,Master,Social Achiever,22.0,1.0171941972000398,0.5126109431279409,13.0,-0.9875715477862178,0.3945598297717142,3.0,-2.493784265604379,1.3949286169562773,13.0,-0.5106770625218319,0.49047480963848356,11.25,0.5031824631240923,6.792413954653242e-4
10216.0,10276720.0,ont-gamified,Silly Knights,Master,Social Achiever,25.0,1.7552152238898575,0.49674595254974907,11.0,-1.2944745008927219,0.4207776277717966,3.0,-2.493784265604379,1.3949286169562773,17.0,0.44272013536684374,0.5233281842144757,12.5,0.8493112809920895,0.011480786894936007
10217.0,9805341.0,w/o-gamified,Grupo9,Apprentice,NA,23.0,1.2745831746021097,0.5041606383649199,19.0,-0.10795413965021611,0.3967629819994902,3.0,-2.493784265604379,1.3949286169562773,12.0,-0.7563836941438452,0.486297508018622,12.75,0.7260074016031068,-0.0019268721433113173
10218.0,9842913.0,w/o-gamified,Grupo10,Apprentice,NA,20.0,0.45486221361641016,0.521441827263476,22.0,0.38873568955734644,0.398409493335698,13.0,0.9674484086037614,0.5670111225758985,12.0,-0.7563836941438452,0.486297508018622,10.25,-0.2200585498934625,0.20978442651047435
10220.0,9760151.0,w/o-gamified,Grupo3,Apprentice,NA,14.0,-0.950851107942686,0.44369855541753217,8.0,-1.9063508259402706,0.5320688693117696,3.0,-2.493784265604379,1.3949286169562773,18.0,0.7055839082132354,0.5573676256279719,9.25,0.08554155998366447,0.03455160835024909
10221.0,9082496.0,ont-gamified,Warriors,Apprentice,Social Achiever,14.0,-0.950851107942686,0.44369855541753217,25.0,0.8497082144789534,0.3865830074318463,12.0,0.6210028564574258,0.5351741633813673,16.0,0.20095698578349827,0.5044852547135559,10.75,-0.13029719103441503,0.19989816354539178
10223.0,9795185.0,ont-gamified,Slayers,Master,Social Achiever,26.0,1.9906110408136524,0.5008514596790399,19.0,-0.10795413965021611,0.3967629819994902,10.0,0.1303798220549705,0.4818013963235708,13.0,-0.5106770625218319,0.49047480963848356,12.0,0.31040000414665847,0.22657196374836072
10224.0,9368772.0,ont-gamified,Mercenaries,Apprentice,Social Achiever,20.0,0.45486221361641016,0.521441827263476,22.0,0.38873568955734644,0.398409493335698,14.0,1.3451528195767566,0.5678357759241963,12.0,-0.7563836941438452,0.486297508018622,10.0,-0.3144846526367113,0.2095782631733999
10227.0,9274382.0,w/o-gamified,Grupo5,Master,NA,23.0,1.2745831746021097,0.5041606383649199,17.0,-0.4158421251696621,0.3886486313437628,12.0,0.6210028564574258,0.5351741633813673,12.0,-0.7563836941438452,0.486297508018622,10.0,-0.12966137529220587,0.21098315358648434
10228.0,10310492.0,ont-gamified,Resistance,Apprentice,Social Achiever,7.0,-2.4746913210133528,0.6209806794261473,8.0,-1.9063508259402706,0.5320688693117696,7.0,-0.4657305289780438,0.4955271178578464,14.0,-0.26763597711504067,0.49216813129821485,5.5,-1.045736898772655,0.28742264054457134
10230.0,10351992.0,ont-gamified,Resistance,Master,Social Achiever,23.0,1.2745831746021097,0.5041606383649199,20.0,0.05565248575637723,0.3998510536634977,15.0,1.6669516748524082,0.550970975460747,14.0,-0.26763597711504067,0.49216813129821485,10.5,-0.15108799790224053,0.21130221196647136
10231.0,10276911.0,w/o-gamified,Grupo9,Master,NA,23.0,1.2745831746021097,0.5041606383649199,8.0,-1.9063508259402706,0.5320688693117696,3.0,-2.493784265604379,1.3949286169562773,10.0,-1.2168859420624356,0.4732394177749282,9.5,0.16128266805094565,0.028635077123835062
10232.0,10276974.0,w/o-gamified,Grupo7,Apprentice,NA,22.0,1.0171941972000398,0.5126109431279409,17.0,-0.4158421251696621,0.3886486313437628,6.0,-0.6924518127931999,0.5335531734414556,19.0,1.009239142370716,0.6186906438011105,13.0,0.5757607567985734,0.24659926120783965
10237.0,10377688.0,ont-gamified,Outlaws,Apprentice,Social Achiever,21.0,0.7428250324180989,0.5201119689447299,19.0,-0.10795413965021611,0.3967629819994902,15.0,1.6669516748524082,0.550970975460747,14.0,-0.26763597711504067,0.49216813129821485,9.75,-0.32492918979989155,0.21451802669542197
10238.0,10276953.0,w/o-gamified,Grupo2,Master,NA,19.0,0.1679123456784202,0.5129374642281377,26.0,0.9917230249560137,0.38528148494152953,15.0,1.6669516748524082,0.550970975460747,18.0,0.7055839082132354,0.5573676256279719,12.0,0.04956690099881528,0.22615389983422304
